Zirport ID,Name,City,Country ,IATA,ICAO,Latitude,Longitude,Altidude,Time Zone,DST,Database time zone,Type of Airport,Source
3411,Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,70.13,-143.58,2,-9,A,America/Anchorage,airport,OurAirports
3412,Wainwright Air Station,Fort Wainwright,United States,\N,PAWT,70.61,-159.86,35,-9,A,America/Anchorage,airport,OurAirports
3413,Cape Lisburne LRRS Airport,Cape Lisburne,United States,LUR,PALU,68.88,-166.11,16,-9,A,America/Anchorage,airport,OurAirports
3414,Point Lay LRRS Airport,Point Lay,United States,PIZ,PPIZ,69.73,-163.01,22,-9,A,America/Anchorage,airport,OurAirports
3415,Hilo International Airport,Hilo,United States,ITO,PHTO,19.72,-155.05,38,-10,N,Pacific/Honolulu,airport,OurAirports
3416,Orlando Executive Airport,Orlando,United States,ORL,KORL,28.55,-81.33,113,-5,A,America/New_York,airport,OurAirports
3417,Bettles Airport,Bettles,United States,BTT,PABT,66.91,-151.53,647,-9,A,America/Anchorage,airport,OurAirports
3418,Clear Airport,Clear Mews,United States,\N,PACL,64.3,-149.12,552,-9,A,America/Anchorage,airport,OurAirports
3419,Indian Mountain LRRS Airport,Indian Mountains,United States,UTO,PAIM,65.99,-153.7,1273,-9,A,America/Anchorage,airport,OurAirports
3420,Fort Yukon Airport,Fort Yukon,United States,FYU,PFYU,66.57,-145.25,433,-9,A,America/Anchorage,airport,OurAirports
3421,Sparrevohn LRRS Airport,Sparrevohn,United States,SVW,PASV,61.1,-155.57,1585,-9,A,America/Anchorage,airport,OurAirports
3422,Bryant Army Heliport,Fort Richardson,United States,FRN,PAFR,61.27,-149.65,378,-9,A,America/Anchorage,airport,OurAirports
3423,Tatalina LRRS Airport,Tatalina,United States,TLJ,PATL,62.89,-155.98,964,-9,A,America/Anchorage,airport,OurAirports
3424,Cape Romanzof LRRS Airport,Cape Romanzof,United States,CZF,PACZ,61.78,-166.04,464,-9,A,America/Anchorage,airport,OurAirports
3425,Laurence G Hanscom Field,Bedford,United States,BED,KBED,42.47,-71.29,133,-5,A,America/New_York,airport,OurAirports
3426,St Paul Island Airport,St. Paul Island,United States,SNP,PASN,57.17,-170.22,63,-9,A,America/Anchorage,airport,OurAirports
3427,Cape Newenham LRRS Airport,Cape Newenham,United States,EHM,PAEH,58.65,-162.06,541,-9,A,America/Anchorage,airport,OurAirports
3428,St George Airport,Point Barrow,United States,STG,PAPB,56.58,-169.66,125,-9,A,America/Anchorage,airport,OurAirports
3429,Iliamna Airport,Iliamna,United States,ILI,PAIL,59.75,-154.91,192,-9,A,America/Anchorage,airport,OurAirports
3430,Platinum Airport,Port Moller,United States,PTU,PAPM,59.01,-161.82,15,-9,A,America/Anchorage,airport,OurAirports
3431,Big Mountain Airport,Big Mountain,United States,BMX,PABM,59.36,-155.26,663,-9,A,America/Anchorage,airport,OurAirports
3432,Oscoda Wurtsmith Airport,Oscoda,United States,OSC,KOSC,44.45,-83.39,633,-5,A,America/New_York,airport,OurAirports
3433,Marina Municipal Airport,Fort Ord,United States,OAR,KOAR,36.68,-121.76,137,-8,A,America/Los_Angeles,airport,OurAirports
3434,Sacramento Mather Airport,Sacramento,United States,MHR,KMHR,38.55,-121.3,98,-8,A,America/Los_Angeles,airport,OurAirports
3435,Bicycle Lake Army Air Field,Fort Irwin,United States,BYS,KBYS,35.28,-116.63,2350,-8,A,America/Los_Angeles,airport,OurAirports
3436,Twentynine Palms (Self) Airport,Twenty Nine Palms,United States,\N,KNXP,34.3,-116.16,2051,-8,A,America/Los_Angeles,airport,OurAirports
3437,Fort Smith Regional Airport,Fort Smith,United States,FSM,KFSM,35.34,-94.37,469,-6,A,America/Chicago,airport,OurAirports
3438,Merrill Field,Anchorage,United States,MRI,PAMR,61.21,-149.84,137,-9,A,America/Anchorage,airport,OurAirports
3439,Grants-Milan Municipal Airport,Grants,United States,GNT,KGNT,35.17,-107.9,6537,-7,A,America/Denver,airport,OurAirports
3440,Ponca City Regional Airport,Ponca City,United States,PNC,KPNC,36.73,-97.1,1008,-6,A,America/Chicago,airport,OurAirports
3441,Hunter Army Air Field,Hunter Aaf,United States,SVN,KSVN,32.01,-81.15,41,-5,A,America/New_York,airport,OurAirports
3442,Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,47.95,-97.18,845,-6,A,America/Chicago,airport,OurAirports
3443,"Pine Bluff Regional Airport, Grider Field",Pine Bluff,United States,PBF,KPBF,34.17,-91.94,206,-6,A,America/Chicago,airport,OurAirports
3444,Whiting Field Naval Air Station - North,Milton,United States,NSE,KNSE,30.72,-87.02,199,-6,A,America/Chicago,airport,OurAirports
3445,Hana Airport,Hana,United States,HNM,PHHN,20.8,-156.01,78,-10,A,Pacific/Honolulu,airport,OurAirports
3446,Ernest A. Love Field,Prescott,United States,PRC,KPRC,34.65,-112.42,5045,-7,A,America/Phoenix,airport,OurAirports
3447,Trenton Mercer Airport,Trenton,United States,TTN,KTTN,40.28,-74.81,213,-5,A,America/New_York,airport,OurAirports
3448,General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36,-71.01,20,-5,A,America/New_York,airport,OurAirports
3449,Travis Air Force Base,Fairfield,United States,SUU,KSUU,38.26,-121.93,62,-8,A,America/Los_Angeles,airport,OurAirports
3450,Griffiss International Airport,Rome,United States,RME,KRME,43.23,-75.41,504,-5,A,America/New_York,airport,OurAirports
3451,Wendover Airport,Wendover,United States,ENV,KENV,40.72,-114.03,4237,-7,A,America/Denver,airport,OurAirports
3452,Mobile Downtown Airport,Mobile,United States,BFM,KBFM,30.63,-88.07,26,-6,A,America/Chicago,airport,OurAirports
3453,Metropolitan Oakland International Airport,Oakland,United States,OAK,KOAK,37.72,-122.22,9,-8,A,America/Los_Angeles,airport,OurAirports
3454,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3,-95.89,984,-6,A,America/Chicago,airport,OurAirports
3455,Port Angeles Cgas Airport,Port Angeles,United States,\N,KNOW,48.14,-123.41,13,-8,A,America/Los_Angeles,airport,OurAirports
3456,Kahului Airport,Kahului,United States,OGG,PHOG,20.9,-156.43,54,-10,N,Pacific/Honolulu,airport,OurAirports
3457,Wichita Eisenhower National Airport,Wichita,United States,ICT,KICT,37.65,-97.43,1333,-6,A,America/Chicago,airport,OurAirports
3458,Kansas City International Airport,Kansas City,United States,MCI,KMCI,39.3,-94.71,1026,-6,A,America/Chicago,airport,OurAirports
3459,Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.14,-89.34,887,-6,A,America/Chicago,airport,OurAirports
3460,Dillingham Airport,Dillingham,United States,DLG,PADL,59.04,-158.51,81,-9,A,America/Anchorage,airport,OurAirports
3461,Boone County Airport,Harrison,United States,HRO,KHRO,36.26,-93.15,1365,-6,A,America/Chicago,airport,OurAirports
3462,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135,-7,N,America/Phoenix,airport,OurAirports
3463,Bangor International Airport,Bangor,United States,BGR,KBGR,44.81,-68.83,192,-5,A,America/New_York,airport,OurAirports
3464,Fort Lauderdale Executive Airport,Fort Lauderdale,United States,FXE,KFXE,26.2,-80.17,13,-5,A,America/New_York,airport,OurAirports
3465,East Texas Regional Airport,Longview,United States,GGG,KGGG,32.38,-94.71,365,-6,A,America/Chicago,airport,OurAirports
3466,Anderson Regional Airport,Andersen,United States,AND,KAND,34.49,-82.71,782,-5,A,America/New_York,airport,OurAirports
3467,Spokane International Airport,Spokane,United States,GEG,KGEG,47.62,-117.53,2376,-8,A,America/Los_Angeles,airport,OurAirports
3468,North Perry Airport,Hollywood,United States,HWO,KHWO,26,-80.24,8,-5,A,America/New_York,airport,OurAirports
3469,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.62,-122.38,13,-8,A,America/Los_Angeles,airport,OurAirports
3470,Cut Bank International Airport,Cutbank,United States,CTB,KCTB,48.61,-112.38,3854,-7,A,America/Denver,airport,OurAirports
3471,Acadiana Regional Airport,Louisiana,United States,ARA,KARA,30.04,-91.88,24,-6,A,America/Chicago,airport,OurAirports
3472,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.69,-82.27,152,-5,A,America/New_York,airport,OurAirports
3473,Memphis International Airport,Memphis,United States,MEM,KMEM,35.04,-89.98,341,-6,A,America/Chicago,airport,OurAirports
3474,Bisbee Douglas International Airport,Douglas,United States,DUG,KDUG,31.47,-109.6,4154,-7,A,America/Phoenix,airport,OurAirports
3475,Allen Army Airfield,Delta Junction,United States,BIG,PABI,63.99,-145.72,1291,-9,A,America/Anchorage,airport,OurAirports
3476,TSTC Waco Airport,Waco,United States,CNW,KCNW,31.64,-97.07,470,-6,A,America/Chicago,airport,OurAirports
3477,Annette Island Airport,Annette Island,United States,ANN,PANT,55.04,-131.57,119,-9,A,America/Anchorage,airport,OurAirports
3478,Caribou Municipal Airport,Caribou,United States,CAR,KCAR,46.87,-68.02,626,-5,A,America/New_York,airport,OurAirports
3479,Little Rock Air Force Base,Jacksonville,United States,LRF,KLRF,34.92,-92.15,311,-6,A,America/Chicago,airport,OurAirports
3480,Redstone Army Air Field,Redstone,United States,HUA,KHUA,34.68,-86.68,684,-6,A,America/Chicago,airport,OurAirports
3481,Pope Field,Fort Bragg,United States,POB,KPOB,35.17,-79.01,217,-5,A,America/New_York,airport,OurAirports
3482,Dalhart Municipal Airport,Dalhart,United States,DHT,KDHT,36.02,-102.55,3991,-6,A,America/Chicago,airport,OurAirports
3483,DLF Airport,Del Rio,United States,DLF,KDLF,29.36,-100.78,1082,-6,A,America/Chicago,airport,OurAirports
3484,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94,-118.41,125,-8,A,America/Los_Angeles,airport,OurAirports
3485,Anniston Regional Airport,Anniston,United States,ANB,KANB,33.59,-85.86,612,-6,A,America/Chicago,airport,OurAirports
3486,Cleveland Hopkins International Airport,Cleveland,United States,CLE,KCLE,41.41,-81.85,791,-5,A,America/New_York,airport,OurAirports
3487,Dover Air Force Base,Dover,United States,DOV,KDOV,39.13,-75.47,24,-5,A,America/New_York,airport,OurAirports
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.05,-84.67,896,-5,A,America/New_York,airport,OurAirports
3489,Tipton Airport,Fort Meade,United States,FME,KFME,39.09,-76.76,150,-5,A,America/New_York,airport,OurAirports
3490,China Lake Naws (Armitage Field) Airport,China Lake,United States,\N,KNID,35.69,-117.69,2283,-8,A,America/Los_Angeles,airport,OurAirports
3491,Huron Regional Airport,Huron,United States,HON,KHON,44.39,-98.23,1289,-6,A,America/Chicago,airport,OurAirports
3492,Juneau International Airport,Juneau,United States,JNU,PAJN,58.35,-134.58,21,-9,A,America/Anchorage,airport,OurAirports
3493,Lafayette Regional Airport,Lafayette,United States,LFT,KLFT,30.21,-91.99,42,-6,A,America/Chicago,airport,OurAirports
3494,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69,-74.17,18,-5,A,America/New_York,airport,OurAirports
3495,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.56,-116.22,2871,-7,A,America/Denver,airport,OurAirports
3496,Creech Air Force Base,Indian Springs,United States,INS,KINS,36.59,-115.67,3133,-8,A,America/Los_Angeles,airport,OurAirports
3497,Garden City Regional Airport,Garden City,United States,GCK,KGCK,37.93,-100.72,2891,-6,A,America/Chicago,airport,OurAirports
3498,Minot International Airport,Minot,United States,MOT,KMOT,48.26,-101.28,1716,-6,A,America/Chicago,airport,OurAirports
3499,Wheeler Army Airfield,Wahiawa,United States,HHI,PHHI,21.48,-158.04,837,-10,A,Pacific/Honolulu,airport,OurAirports
3500,Maxwell Air Force Base,Montgomery,United States,MXF,KMXF,32.38,-86.37,171,-6,A,America/Chicago,airport,OurAirports
3501,Robinson Army Air Field,Robinson,United States,\N,KRBM,34.85,-92.3,587,-6,A,America/Chicago,airport,OurAirports
3502,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487,-6,A,America/Chicago,airport,OurAirports
3503,Butts AAF (Fort Carson) Air Field,Fort Carson,United States,FCS,KFCS,38.68,-104.76,5838,-7,A,America/Denver,airport,OurAirports
3504,Helena Regional Airport,Helena,United States,HLN,KHLN,46.61,-111.98,3877,-7,A,America/Denver,airport,OurAirports
3505,Miramar Marine Corps Air Station - Mitscher Field,Miramar,United States,NKX,KNKX,32.87,-117.14,477,-8,A,America/Los_Angeles,airport,OurAirports
3506,Luke Air Force Base,Phoenix,United States,LUF,KLUF,33.53,-112.38,1085,-7,A,America/Phoenix,airport,OurAirports
3507,Hurlburt Field,Mary Esther,United States,\N,KHRT,30.43,-86.69,38,-6,A,America/Chicago,airport,OurAirports
3508,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,United States,HHR,KHHR,33.92,-118.33,66,-8,A,America/Los_Angeles,airport,OurAirports
3509,Houlton International Airport,Houlton,United States,HUL,KHUL,46.12,-67.79,489,-5,A,America/New_York,airport,OurAirports
3510,Vance Air Force Base,Enid,United States,END,KEND,36.34,-97.92,1307,-6,A,America/Chicago,airport,OurAirports
3511,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,NTD,KNTD,34.12,-119.12,13,-8,A,America/Los_Angeles,airport,OurAirports
3512,Edwards Air Force Base,Edwards Afb,United States,EDW,KEDW,34.91,-117.88,2312,-8,A,America/Los_Angeles,airport,OurAirports
3513,Lake Charles Regional Airport,Lake Charles,United States,LCH,KLCH,30.13,-93.22,15,-6,A,America/Chicago,airport,OurAirports
3514,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.74,-156.05,47,-10,N,Pacific/Honolulu,airport,OurAirports
3515,Myrtle Beach International Airport,Myrtle Beach,United States,MYR,KMYR,33.68,-78.93,25,-5,A,America/New_York,airport,OurAirports
3516,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,NLC,KNLC,36.33,-119.95,232,-8,A,America/Los_Angeles,airport,OurAirports
3517,Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25,-70.06,47,-5,A,America/New_York,airport,OurAirports
3518,Felker Army Air Field,Fort Eustis,United States,FAF,KFAF,37.13,-76.61,12,-5,A,America/New_York,airport,OurAirports
3519,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,United States,HOP,KHOP,36.67,-87.5,573,-6,A,America/Chicago,airport,OurAirports
3520,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.85,-77.04,15,-5,A,America/New_York,airport,OurAirports
3521,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,United States,NHK,KNHK,38.29,-76.41,39,-5,A,America/New_York,airport,OurAirports
3522,Palacios Municipal Airport,Palacios,United States,PSX,KPSX,28.73,-96.25,14,-6,A,America/Chicago,airport,OurAirports
3523,Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.96,-89.94,254,-6,A,America/Chicago,airport,OurAirports
3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.46,-74.58,75,-5,A,America/New_York,airport,OurAirports
3525,Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.41,-97.39,1291,-6,A,America/Chicago,airport,OurAirports
3526,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,United States,ECG,KECG,36.26,-76.17,12,-5,A,America/New_York,airport,OurAirports
3527,Pueblo Memorial Airport,Pueblo,United States,PUB,KPUB,38.29,-104.5,4726,-7,A,America/Denver,airport,OurAirports
3528,Northern Maine Regional Airport at Presque Isle,Presque Isle,United States,PQI,KPQI,46.69,-68.04,534,-5,A,America/New_York,airport,OurAirports
3530,Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,47.08,-122.58,300,-8,A,America/Los_Angeles,airport,OurAirports
3531,Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.49,78,-9,A,America/Anchorage,airport,OurAirports
3532,Upolu Airport,Opolu,United States,UPP,PHUP,20.27,-155.86,96,-10,A,Pacific/Honolulu,airport,OurAirports
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.07,-80.15,9,-5,A,America/New_York,airport,OurAirports
3534,Muskogee-Davis Regional Airport,Muskogee,United States,\N,KMKO,35.66,-95.37,611,-6,A,America/Chicago,airport,OurAirports
3535,Falls International Airport,International Falls,United States,INL,KINL,48.57,-93.4,1185,-6,A,America/Chicago,airport,OurAirports
3536,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.79,-111.98,4227,-7,A,America/Denver,airport,OurAirports
3537,Childress Municipal Airport,Childress,United States,CDS,KCDS,34.43,-100.29,1954,-6,A,America/Chicago,airport,OurAirports
3538,Keesler Air Force Base,Biloxi,United States,BIX,KBIX,30.41,-88.92,33,-6,A,America/Chicago,airport,OurAirports
3539,Lawson Army Air Field (Fort Benning),Fort Benning,United States,LSF,KLSF,32.34,-84.99,232,-5,A,America/New_York,airport,OurAirports
3540,Kingsville Naval Air Station,Kingsville,United States,NQI,KNQI,27.51,-97.81,50,-6,A,America/Chicago,airport,OurAirports
3541,Marshall Army Air Field,Fort Riley,United States,FRI,KFRI,39.06,-96.76,1065,-6,A,America/Chicago,airport,OurAirports
3542,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.19,-76.76,310,-5,A,America/New_York,airport,OurAirports
3543,Lincoln Airport,Lincoln,United States,LNK,KLNK,40.85,-96.76,1219,-6,A,America/Chicago,airport,OurAirports
3544,Capital City Airport,Lansing,United States,LAN,KLAN,42.78,-84.59,861,-5,A,America/New_York,airport,OurAirports
3545,Waimea Kohala Airport,Kamuela,United States,MUE,PHMU,20,-155.67,2671,-10,A,Pacific/Honolulu,airport,OurAirports
3546,Massena International Richards Field,Massena,United States,MSS,KMSS,44.94,-74.85,215,-5,A,America/New_York,airport,OurAirports
3547,Hickory Regional Airport,Hickory,United States,HKY,KHKY,35.74,-81.39,1190,-5,A,America/New_York,airport,OurAirports
3548,Albert Whitted Airport,St. Petersburg,United States,SPG,KSPG,27.77,-82.63,7,-5,A,America/New_York,airport,OurAirports
3549,Page Field,Fort Myers,United States,FMY,KFMY,26.59,-81.86,17,-5,A,America/New_York,airport,OurAirports
3550,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.98,-95.34,97,-6,A,America/Chicago,airport,OurAirports
3551,Millinocket Municipal Airport,Millinocket,United States,\N,KMLT,45.65,-68.69,408,-5,A,America/New_York,airport,OurAirports
3552,Joint Base Andrews,Camp Springs,United States,ADW,KADW,38.81,-76.87,280,-5,A,America/New_York,airport,OurAirports
3553,Smith Reynolds Airport,Winston-salem,United States,INT,KINT,36.13,-80.22,969,-5,A,America/New_York,airport,OurAirports
3554,Southern California Logistics Airport,Victorville,United States,VCV,KVCV,34.6,-117.38,2885,-8,A,America/Los_Angeles,airport,OurAirports
3555,Bob Sikes Airport,Crestview,United States,CEW,KCEW,30.78,-86.52,213,-6,A,America/Chicago,airport,OurAirports
3556,Wheeler Sack Army Air Field,Fort Drum,United States,\N,KGTB,44.06,-75.72,688,-5,A,America/New_York,airport,OurAirports
3557,St Clair County International Airport,Port Huron,United States,PHN,KPHN,42.91,-82.53,650,-5,A,America/New_York,airport,OurAirports
3558,Meadows Field,Bakersfield,United States,BFL,KBFL,35.43,-119.06,510,-8,A,America/Los_Angeles,airport,OurAirports
3559,El Paso International Airport,El Paso,United States,ELP,KELP,31.81,-106.38,3959,-7,A,America/Denver,airport,OurAirports
3560,Valley International Airport,Harlingen,United States,HRL,KHRL,26.23,-97.65,36,-6,A,America/Chicago,airport,OurAirports
3561,Columbia Metropolitan Airport,Columbia,United States,CAE,KCAE,33.94,-81.12,236,-5,A,America/New_York,airport,OurAirports
3562,Davis Monthan Air Force Base,Tucson,United States,DMA,KDMA,32.17,-110.88,2704,-7,A,America/Phoenix,airport,OurAirports
3563,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,United States,NPA,KNPA,30.35,-87.32,28,-6,A,America/Chicago,airport,OurAirports
3564,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.47,-87.19,121,-6,A,America/Chicago,airport,OurAirports
3565,Grand Forks Air Force Base,Red River,United States,RDR,KRDR,47.96,-97.4,913,-6,A,America/Chicago,airport,OurAirports
3566,William P Hobby Airport,Houston,United States,HOU,KHOU,29.65,-95.28,46,-6,A,America/Chicago,airport,OurAirports
3567,Buckley Air Force Base,Buckley,United States,BFK,KBKF,39.7,-104.75,5662,-7,A,America/Denver,airport,OurAirports
3568,Northway Airport,Northway,United States,ORT,PAOR,62.96,-141.93,1715,-9,A,America/Anchorage,airport,OurAirports
3569,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,United States,PAQ,PAAQ,61.59,-149.09,242,-9,A,America/Anchorage,airport,OurAirports
3570,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.49,-80.23,1203,-5,A,America/New_York,airport,OurAirports
3571,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.29,-156.77,44,-9,A,America/Anchorage,airport,OurAirports
3572,Ellington Airport,Houston,United States,EFD,KEFD,29.61,-95.16,32,-6,A,America/Chicago,airport,OurAirports
3573,Whidbey Island Naval Air Station (Ault Field),Whidbey Island,United States,NUW,KNUW,48.35,-122.66,47,-8,A,America/Los_Angeles,airport,OurAirports
3574,Alice International Airport,Alice,United States,ALI,KALI,27.74,-98.03,178,-6,A,America/Chicago,airport,OurAirports
3575,Moody Air Force Base,Valdosta,United States,VAD,KVAD,30.97,-83.19,233,-5,A,America/New_York,airport,OurAirports
3576,Miami International Airport,Miami,United States,MIA,KMIA,25.79,-80.29,8,-5,A,America/New_York,airport,OurAirports
3577,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.45,-122.31,433,-8,A,America/Los_Angeles,airport,OurAirports
3578,Lovell Field,Chattanooga,United States,CHA,KCHA,35.04,-85.2,683,-5,A,America/New_York,airport,OurAirports
3579,Igor I Sikorsky Memorial Airport,Stratford,United States,BDR,KBDR,41.16,-73.13,9,-5,A,America/New_York,airport,OurAirports
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,JAN,KJAN,32.31,-90.08,346,-6,A,America/Chicago,airport,OurAirports
3581,Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,29.27,-94.86,6,-6,A,America/Chicago,airport,OurAirports
3582,Long Beach /Daugherty Field/ Airport,Long Beach,United States,LGB,KLGB,33.82,-118.15,60,-8,A,America/Los_Angeles,airport,OurAirports
3583,Dillingham Airfield,Dillingham,United States,HDH,PHDH,21.58,-158.2,14,-10,A,Pacific/Honolulu,airport,OurAirports
3584,Williamsport Regional Airport,Williamsport,United States,IPT,KIPT,41.24,-76.92,529,-5,A,America/New_York,airport,OurAirports
3585,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.72,-86.29,797,-5,A,America/New_York,airport,OurAirports
3586,Whiteman Air Force Base,Knobnoster,United States,SZL,KSZL,38.73,-93.55,870,-6,A,America/Chicago,airport,OurAirports
3587,Akron Fulton International Airport,Akron,United States,AKC,KAKR,41.04,-81.47,1067,-5,A,America/New_York,airport,OurAirports
3588,Greenwood‰ÛÒLeflore Airport,Greenwood,United States,GWO,KGWO,33.49,-90.08,162,-6,A,America/Chicago,airport,OurAirports
3589,Westchester County Airport,White Plains,United States,HPN,KHPN,41.07,-73.71,439,-5,A,America/New_York,airport,OurAirports
3590,Francis S Gabreski Airport,West Hampton Beach,United States,FOK,KFOK,40.84,-72.63,67,-5,A,America/New_York,airport,OurAirports
3591,Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,35.83,-90.65,262,-6,A,America/Chicago,airport,OurAirports
3592,Tonopah Test Range Airport,Tonopah,United States,XSD,KTNX,37.8,-116.78,5549,-8,A,America/Los_Angeles,airport,OurAirports
3593,Palm Beach County Park Airport,West Palm Beach,United States,LNA,KLNA,26.59,-80.09,14,-5,A,America/New_York,airport,OurAirports
3594,North Island Naval Air Station-Halsey Field,San Diego,United States,NZY,KNZY,32.7,-117.21,26,-8,A,America/Los_Angeles,airport,OurAirports
3595,Biggs Army Air Field (Fort Bliss),El Paso,United States,BIF,KBIF,31.85,-106.38,3946,-7,A,America/Denver,airport,OurAirports
3596,Yuma MCAS/Yuma International Airport,Yuma,United States,YUM,KNYL,32.66,-114.61,213,-7,N,America/Phoenix,airport,OurAirports
3597,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.34,-104.26,3295,-7,A,America/Denver,airport,OurAirports
3598,Duluth International Airport,Duluth,United States,DLH,KDLH,46.84,-92.19,1428,-6,A,America/Chicago,airport,OurAirports
3599,Bethel Airport,Bethel,United States,BET,PABE,60.78,-161.84,126,-9,A,America/Anchorage,airport,OurAirports
3600,Bowman Field,Louisville,United States,LOU,KLOU,38.23,-85.66,546,-5,A,America/New_York,airport,OurAirports
3601,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,FHU,KFHU,31.59,-110.34,4719,-7,A,America/Phoenix,airport,OurAirports
3602,Lihue Airport,Lihue,United States,LIH,PHLI,21.98,-159.34,153,-10,N,Pacific/Honolulu,airport,OurAirports
3603,"Terre Haute Regional Airport, Hulman Field",Terre Haute,United States,HUF,KHUF,39.45,-87.31,589,-5,A,America/New_York,airport,OurAirports
3604,Havre City County Airport,Havre,United States,HVR,KHVR,48.54,-109.76,2591,-7,A,America/Denver,airport,OurAirports
3605,Grant County International Airport,Grant County Airport,United States,MWH,KMWH,47.21,-119.32,1189,-8,A,America/Los_Angeles,airport,OurAirports
3606,Edward F Knapp State Airport,Montpelier,United States,MPV,KMPV,44.2,-72.56,1166,-5,A,America/New_York,airport,OurAirports
3607,San Nicolas Island Nolf Airport,San Nicolas Island,United States,\N,KNSI,33.24,-119.46,506,-8,A,America/Los_Angeles,airport,OurAirports
3608,Richmond International Airport,Richmond,United States,RIC,KRIC,37.51,-77.32,167,-5,A,America/New_York,airport,OurAirports
3609,Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.45,-93.83,258,-6,A,America/Chicago,airport,OurAirports
3610,Merle K (Mudhole) Smith Airport,Cordova,United States,CDV,PACV,60.49,-145.48,54,-9,A,America/Anchorage,airport,OurAirports
3611,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89,-76.2,26,-5,A,America/New_York,airport,OurAirports
3612,Southeast Texas Regional Airport,Beaumont,United States,BPT,KBPT,29.95,-94.02,15,-6,A,America/Chicago,airport,OurAirports
3613,Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.13,-81.2,50,-5,A,America/New_York,airport,OurAirports
3614,Hill Air Force Base,Ogden,United States,HIF,KHIF,41.12,-111.97,4789,-7,A,America/Denver,airport,OurAirports
3615,Nome Airport,Nome,United States,OME,PAOM,64.51,-165.45,37,-9,A,America/Anchorage,airport,OurAirports
3616,Scappoose Industrial Airpark,San Luis,United States,\N,KSPB,45.77,-122.86,58,-8,A,America/Los_Angeles,airport,OurAirports
3617,St Petersburg Clearwater International Airport,St. Petersburg,United States,PIE,KPIE,27.91,-82.69,11,-5,A,America/New_York,airport,OurAirports
3618,Menominee Regional Airport,Macon,United States,MNM,KMNM,45.13,-87.64,625,-6,A,America/Chicago,airport,OurAirports
3619,Conroe-North Houston Regional Airport,Conroe,United States,CXO,KCXO,30.35,-95.41,245,-6,A,America/Chicago,airport,OurAirports
3620,Deadhorse Airport,Deadhorse,United States,SCC,PASC,70.19,-148.46,65,-9,A,America/Anchorage,airport,OurAirports
3621,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53,-98.47,809,-6,A,America/Chicago,airport,OurAirports
3622,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.12,-77.67,559,-5,A,America/New_York,airport,OurAirports
